Chronic_ID,Chronic_Condition,Risk_Modifier_Score,High_Risk_With_Symptoms,Associated_Department,Complication_Risk_Level
CHRON06513,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2",Nephrology,High
CHRON06514,Alcohol Use,1,"Symptom_0, Symptom_1",General Medicine,High
CHRON06515,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Low
CHRON06516,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,High
CHRON06517,Stress,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Low
CHRON06518,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Low
CHRON06519,Age 80+,1,"Symptom_0, Symptom_1",Nephrology,Very High
CHRON06520,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Low
CHRON06521,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Very High
CHRON06522,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Moderate
CHRON06523,Smoking,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Low
CHRON06524,Age 60-70,3,"Symptom_0, Symptom_1",Cardiology,High
CHRON06525,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,High
CHRON06526,COPD + Heart Disease,4,"Symptom_0, Symptom_1",Rheumatology,Very High
CHRON06527,Age 40-50,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,Very High
CHRON06528,Heart Disease + CKD,5,"Symptom_0, Symptom_1",Pulmonology,Moderate
CHRON06529,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,Moderate
CHRON06530,Age 70-80,2,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Low
CHRON06531,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,High
CHRON06532,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,Moderate
CHRON06533,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Moderate
CHRON06534,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Low
CHRON06535,Smoking,1,"Symptom_0, Symptom_1",Pulmonology,Low
CHRON06536,Age 70-80,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Very High
CHRON06537,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2",Oncology,High
CHRON06538,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2",General Medicine,High
CHRON06539,Age 60-70,2,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,High
CHRON06540,Age 80+,2,"Symptom_0, Symptom_1",Psychiatry,Very High
CHRON06541,Age 80+,2,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Low
CHRON06542,Age 50-60,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Very High
CHRON06543,Age 50-60,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,High
CHRON06544,Alcohol Use,1,"Symptom_0, Symptom_1",Pulmonology,Very High
CHRON06545,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Moderate
CHRON06546,Stress,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Very High
CHRON06547,Age 60-70,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Low
CHRON06548,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,High
CHRON06549,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,High
CHRON06550,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,High
CHRON06551,Stress,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Moderate
CHRON06552,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Low
CHRON06553,Diabetes + Hypertension,4,"Symptom_0, Symptom_1",Cardiology,Low
CHRON06554,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,Very High
CHRON06555,Age 40-50,2,"Symptom_0, Symptom_1, Symptom_2",General Medicine,Low
CHRON06556,Age 60-70,3,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Moderate
CHRON06557,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Very High
CHRON06558,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Very High
CHRON06559,Age 50-60,1,"Symptom_0, Symptom_1, Symptom_2",General Medicine,High
CHRON06560,Stress,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Moderate
CHRON06561,Age 60-70,1,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,High
CHRON06562,Age 70-80,2,"Symptom_0, Symptom_1",Rheumatology,Moderate
CHRON06563,Age 50-60,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Moderate
CHRON06564,Diabetes + Hypertension,4,"Symptom_0, Symptom_1",Pulmonology,Low
CHRON06565,Alcohol Use,2,"Symptom_0, Symptom_1",General Medicine,Moderate
CHRON06566,Poor Diet,2,"Symptom_0, Symptom_1",Endocrinology,Low
CHRON06567,Age 50-60,3,"Symptom_0, Symptom_1",Rheumatology,High
CHRON06568,Diabetes + Hypertension,4,"Symptom_0, Symptom_1",General Medicine,Low
CHRON06569,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,High
CHRON06570,Age 40-50,2,"Symptom_0, Symptom_1",Rheumatology,High
CHRON06571,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Moderate
CHRON06572,Smoking,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Moderate
CHRON06573,Stress,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Very High
CHRON06574,Age 50-60,3,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Low
CHRON06575,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Moderate
CHRON06576,Sedentary Lifestyle,2,"Symptom_0, Symptom_1",Endocrinology,Low
CHRON06577,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Very High
CHRON06578,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,Low
CHRON06579,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Very High
CHRON06580,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,High
CHRON06581,Age 50-60,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Very High
CHRON06582,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Very High
CHRON06583,Smoking,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Low
CHRON06584,Heart Disease + CKD,5,"Symptom_0, Symptom_1",Rheumatology,High
CHRON06585,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Low
CHRON06586,Stress,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Very High
CHRON06587,Age 40-50,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Moderate
CHRON06588,Smoking,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,High
CHRON06589,Diabetes + Hypertension,4,"Symptom_0, Symptom_1",Nephrology,Very High
CHRON06590,Diabetes + Hypertension,3,"Symptom_0, Symptom_1",Endocrinology,Moderate
CHRON06591,Age 50-60,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Low
CHRON06592,Age 80+,3,"Symptom_0, Symptom_1",Pulmonology,High
CHRON06593,Age 40-50,2,"Symptom_0, Symptom_1",Oncology,High
CHRON06594,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Low
CHRON06595,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Very High
CHRON06596,Age 80+,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,High
CHRON06597,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,High
CHRON06598,COPD + Heart Disease,3,"Symptom_0, Symptom_1",Cardiology,Very High
CHRON06599,Age 50-60,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Very High
CHRON06600,Smoking,1,"Symptom_0, Symptom_1",Rheumatology,Low
CHRON06601,Diabetes + Hypertension,3,"Symptom_0, Symptom_1",Nephrology,Low
CHRON06602,Heart Disease + CKD,3,"Symptom_0, Symptom_1",General Medicine,Moderate
CHRON06603,COPD + Heart Disease,4,"Symptom_0, Symptom_1",Rheumatology,Moderate
CHRON06604,Age 60-70,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Very High
CHRON06605,Stress,2,"Symptom_0, Symptom_1",Oncology,Moderate
CHRON06606,Alcohol Use,2,"Symptom_0, Symptom_1",General Medicine,Moderate
CHRON06607,Age 50-60,1,"Symptom_0, Symptom_1",Pulmonology,High
CHRON06608,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Very High
CHRON06609,Age 50-60,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,High
CHRON06610,Smoking,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,High
CHRON06611,Age 60-70,2,"Symptom_0, Symptom_1",Cardiology,Low
CHRON06612,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Low
CHRON06613,Age 50-60,1,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Very High
CHRON06614,Age 80+,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Low
CHRON06615,Age 70-80,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Low
CHRON06616,Smoking,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Moderate
CHRON06617,Age 60-70,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,High
CHRON06618,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Moderate
CHRON06619,Age 50-60,2,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Moderate
CHRON06620,Smoking,2,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Very High
CHRON06621,Age 40-50,3,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Low
CHRON06622,Heart Disease + CKD,5,"Symptom_0, Symptom_1",Oncology,Low
CHRON06623,Age 60-70,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Moderate
CHRON06624,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,High
CHRON06625,Smoking,2,"Symptom_0, Symptom_1",Oncology,High
CHRON06626,COPD + Heart Disease,3,"Symptom_0, Symptom_1",Pulmonology,Very High
CHRON06627,Smoking,2,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Moderate
CHRON06628,Age 40-50,3,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Moderate
CHRON06629,Stress,2,"Symptom_0, Symptom_1",Nephrology,Moderate
CHRON06630,Smoking,2,"Symptom_0, Symptom_1, Symptom_2",Oncology,High
CHRON06631,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Moderate
CHRON06632,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Low
CHRON06633,Age 70-80,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,High
CHRON06634,Age 80+,3,"Symptom_0, Symptom_1",Psychiatry,Moderate
CHRON06635,Age 40-50,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Very High
CHRON06636,Age 60-70,1,"Symptom_0, Symptom_1",Pulmonology,Low
CHRON06637,Age 40-50,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Moderate
CHRON06638,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Moderate
CHRON06639,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Moderate
CHRON06640,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Moderate
CHRON06641,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,High
CHRON06642,Age 60-70,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Low
CHRON06643,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2",Oncology,Very High
CHRON06644,Age 70-80,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,Low
CHRON06645,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2",Nephrology,High
CHRON06646,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Moderate
CHRON06647,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2",Oncology,High
CHRON06648,Stress,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Very High
CHRON06649,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,High
CHRON06650,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Very High
CHRON06651,Age 40-50,1,"Symptom_0, Symptom_1",Oncology,Low
CHRON06652,Age 40-50,3,"Symptom_0, Symptom_1",General Medicine,Very High
CHRON06653,Age 50-60,2,"Symptom_0, Symptom_1, Symptom_2",Cardiology,High
CHRON06654,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2",Oncology,High
CHRON06655,Age 70-80,2,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,High
CHRON06656,Age 50-60,2,"Symptom_0, Symptom_1",Oncology,Low
CHRON06657,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,High
CHRON06658,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Low
CHRON06659,Age 60-70,3,"Symptom_0, Symptom_1",Cardiology,High
CHRON06660,Age 40-50,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Moderate
CHRON06661,Stress,2,"Symptom_0, Symptom_1, Symptom_2",General Medicine,Very High
CHRON06662,Age 50-60,2,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,High
CHRON06663,Heart Disease + CKD,5,"Symptom_0, Symptom_1",General Medicine,Low
CHRON06664,COPD + Heart Disease,3,"Symptom_0, Symptom_1",Cardiology,High
CHRON06665,Smoking,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Very High
CHRON06666,COPD + Heart Disease,5,"Symptom_0, Symptom_1",Rheumatology,Moderate
CHRON06667,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Moderate
CHRON06668,Heart Disease + CKD,5,"Symptom_0, Symptom_1",Pulmonology,Very High
CHRON06669,Age 50-60,3,"Symptom_0, Symptom_1, Symptom_2",General Medicine,High
CHRON06670,Age 70-80,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Moderate
CHRON06671,Stress,2,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Low
CHRON06672,Age 80+,2,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Low
CHRON06673,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Very High
CHRON06674,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2",General Medicine,Moderate
CHRON06675,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Low
CHRON06676,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,High
CHRON06677,Age 80+,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Very High
CHRON06678,Heart Disease + CKD,5,"Symptom_0, Symptom_1",Endocrinology,Moderate
CHRON06679,Stress,1,"Symptom_0, Symptom_1",Nephrology,Very High
CHRON06680,Age 60-70,2,"Symptom_0, Symptom_1, Symptom_2",Nephrology,High
CHRON06681,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Moderate
CHRON06682,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,High
CHRON06683,COPD + Heart Disease,3,"Symptom_0, Symptom_1",General Medicine,Low
CHRON06684,Stress,1,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Low
CHRON06685,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2",Oncology,Very High
CHRON06686,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,Moderate
CHRON06687,Sedentary Lifestyle,2,"Symptom_0, Symptom_1",Endocrinology,Very High
CHRON06688,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2",Oncology,High
CHRON06689,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Very High
CHRON06690,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Low
CHRON06691,Poor Diet,2,"Symptom_0, Symptom_1",Cardiology,Low
CHRON06692,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,Low
CHRON06693,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Moderate
CHRON06694,Sedentary Lifestyle,2,"Symptom_0, Symptom_1",Psychiatry,Very High
CHRON06695,Stress,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Moderate
CHRON06696,Age 80+,1,"Symptom_0, Symptom_1, Symptom_2",General Medicine,Low
CHRON06697,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Very High
CHRON06698,Stress,1,"Symptom_0, Symptom_1",General Medicine,Very High
CHRON06699,Stress,2,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Low
CHRON06700,Diabetes + Hypertension,4,"Symptom_0, Symptom_1",Pulmonology,Low
CHRON06701,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Low
CHRON06702,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Moderate
CHRON06703,Stress,1,"Symptom_0, Symptom_1",Rheumatology,Very High
CHRON06704,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Low
CHRON06705,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,High
CHRON06706,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Low
CHRON06707,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Moderate
CHRON06708,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Low
CHRON06709,Age 80+,3,"Symptom_0, Symptom_1",Nephrology,Low
CHRON06710,Age 50-60,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,Low
CHRON06711,COPD + Heart Disease,3,"Symptom_0, Symptom_1",Cardiology,Very High
CHRON06712,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Very High
CHRON06713,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Moderate
CHRON06714,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,High
CHRON06715,Smoking,2,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Moderate
CHRON06716,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,High
CHRON06717,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,Moderate
CHRON06718,Poor Diet,2,"Symptom_0, Symptom_1",Rheumatology,Low
CHRON06719,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,High
CHRON06720,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,High
CHRON06721,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,Very High
CHRON06722,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,High
CHRON06723,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Very High
CHRON06724,Age 40-50,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Very High
CHRON06725,Heart Disease + CKD,3,"Symptom_0, Symptom_1",Endocrinology,Low
CHRON06726,Age 50-60,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,High
CHRON06727,Age 40-50,2,"Symptom_0, Symptom_1",Psychiatry,High
CHRON06728,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Very High
CHRON06729,Heart Disease + CKD,5,"Symptom_0, Symptom_1",Endocrinology,High
CHRON06730,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Moderate
CHRON06731,Age 50-60,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Very High
CHRON06732,Sedentary Lifestyle,1,"Symptom_0, Symptom_1",Psychiatry,Low
CHRON06733,Age 50-60,2,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Moderate
CHRON06734,Age 50-60,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Low
CHRON06735,Poor Diet,1,"Symptom_0, Symptom_1",Cardiology,Low
CHRON06736,Smoking,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Very High
CHRON06737,Sedentary Lifestyle,1,"Symptom_0, Symptom_1",Cardiology,Moderate
CHRON06738,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,High
CHRON06739,Age 80+,2,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Moderate
CHRON06740,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,High
CHRON06741,Age 50-60,1,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Low
CHRON06742,Age 70-80,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Moderate
CHRON06743,Age 40-50,1,"Symptom_0, Symptom_1",Cardiology,Moderate
CHRON06744,Age 40-50,3,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Moderate
CHRON06745,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,High
CHRON06746,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Low
CHRON06747,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,Very High
CHRON06748,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Very High
CHRON06749,Smoking,1,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Very High
CHRON06750,COPD + Heart Disease,4,"Symptom_0, Symptom_1",Cardiology,Very High
CHRON06751,Age 40-50,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,High
CHRON06752,Age 80+,3,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Very High
CHRON06753,Age 80+,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,High
CHRON06754,Smoking,1,"Symptom_0, Symptom_1, Symptom_2",Cardiology,High
CHRON06755,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2",Nephrology,High
CHRON06756,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Very High
CHRON06757,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,High
CHRON06758,COPD + Heart Disease,5,"Symptom_0, Symptom_1",Rheumatology,Low
CHRON06759,Age 60-70,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Low
CHRON06760,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Moderate
CHRON06761,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,Moderate
CHRON06762,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,High
CHRON06763,Age 60-70,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Low
CHRON06764,Age 60-70,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,High
CHRON06765,Smoking,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Low
CHRON06766,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Very High
CHRON06767,Heart Disease + CKD,3,"Symptom_0, Symptom_1",General Medicine,Very High
CHRON06768,Sedentary Lifestyle,1,"Symptom_0, Symptom_1",Psychiatry,Moderate
CHRON06769,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Moderate
CHRON06770,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Low
CHRON06771,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2",General Medicine,Very High
CHRON06772,Age 40-50,3,"Symptom_0, Symptom_1",Rheumatology,Moderate
CHRON06773,Age 60-70,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Low
CHRON06774,Age 60-70,1,"Symptom_0, Symptom_1",Endocrinology,Moderate
CHRON06775,Diabetes + Hypertension,3,"Symptom_0, Symptom_1",Pulmonology,Low
