Symptom_ID,Symptom_Name,Base_Severity,Emergency_Trigger,Associated_Department,Possible_Linked_Conditions,Typical_Duration_Days
SYMP06221,acute palpitations,2,False,General Medicine,"Condition_0, Condition_1",45
SYMP06222,moderate weight loss,6,True,General Medicine,Condition_0,39
SYMP06223,severe back,9,False,Orthopedics,Condition_0,53
SYMP06224,acute vomiting,9,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",40
SYMP06225,sudden numbness,8,False,Gastroenterology,"Condition_0, Condition_1",14
SYMP06226,mild blurred vision,8,False,Emergency,Condition_0,25
SYMP06227,intermittent weight loss,9,True,Gastroenterology,"Condition_0, Condition_1, Condition_2",47
SYMP06228,sudden chills,1,False,Surgery,"Condition_0, Condition_1, Condition_2",12
SYMP06229,moderate tingling,3,False,Neurology,"Condition_0, Condition_1",5
SYMP06230,acute ear,8,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",28
SYMP06231,acute eye,10,False,Surgery,Condition_0,17
SYMP06232,chronic back,7,False,General Medicine,Condition_0,50
SYMP06233,persistent chest tightness,7,False,ICU,Condition_0,7
SYMP06234,mild numbness,3,True,Cardiology,Condition_0,18
SYMP06235,moderate cough,5,False,Neurology,Condition_0,31
SYMP06236,sudden weight loss,5,False,General Medicine,"Condition_0, Condition_1, Condition_2",59
SYMP06237,chronic throat,8,True,Pulmonology,"Condition_0, Condition_1",32
SYMP06238,severe irregular heartbeat,2,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",9
SYMP06239,sudden dizziness,3,False,Surgery,"Condition_0, Condition_1, Condition_2",26
SYMP06240,moderate head,2,False,Surgery,Condition_0,5
SYMP06241,acute fever,4,False,Neurology,"Condition_0, Condition_1",4
SYMP06242,mild chills,7,False,Cardiology,"Condition_0, Condition_1, Condition_2",37
SYMP06243,persistent back,6,True,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",48
SYMP06244,persistent cough,9,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",41
SYMP06245,chronic seizure,9,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",3
SYMP06246,moderate chills,7,False,Pulmonology,"Condition_0, Condition_1, Condition_2",4
SYMP06247,acute sweating,2,False,Cardiology,"Condition_0, Condition_1",52
SYMP06248,severe head,9,False,Orthopedics,"Condition_0, Condition_1",43
SYMP06249,intermittent difficulty breathing,10,False,Surgery,"Condition_0, Condition_1",37
SYMP06250,persistent numbness,10,False,Infectious Disease,"Condition_0, Condition_1",38
SYMP06251,persistent chest,2,False,Emergency,"Condition_0, Condition_1",31
SYMP06252,moderate weakness,3,False,ICU,"Condition_0, Condition_1",5
SYMP06253,persistent bloating,3,False,Emergency,"Condition_0, Condition_1, Condition_2",23
SYMP06254,persistent nausea,6,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",4
SYMP06255,moderate throat,6,False,ICU,"Condition_0, Condition_1, Condition_2",42
SYMP06256,severe wheezing,7,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",6
SYMP06257,intermittent abdominal,3,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",33
SYMP06258,persistent weight loss,2,True,General Medicine,"Condition_0, Condition_1, Condition_2",58
SYMP06259,sudden irregular heartbeat,10,True,ICU,Condition_0,43
SYMP06260,mild rapid heartbeat,1,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",16
SYMP06261,sudden chills,9,False,Neurology,"Condition_0, Condition_1, Condition_2",35
SYMP06262,persistent cough,9,True,Neurology,Condition_0,39
SYMP06263,chronic ear,1,False,Infectious Disease,Condition_0,58
SYMP06264,persistent eye,6,True,Infectious Disease,"Condition_0, Condition_1, Condition_2",30
SYMP06265,persistent throat,7,False,Cardiology,"Condition_0, Condition_1, Condition_2",12
SYMP06266,sudden sweating,3,True,Orthopedics,"Condition_0, Condition_1",18
SYMP06267,persistent hearing loss,2,True,Neurology,"Condition_0, Condition_1",29
SYMP06268,sudden chest tightness,2,True,General Medicine,"Condition_0, Condition_1",28
SYMP06269,chronic vomiting,9,False,Pulmonology,Condition_0,44
SYMP06270,mild wheezing,2,False,Orthopedics,"Condition_0, Condition_1",34
SYMP06271,severe loss of smell,4,False,Gastroenterology,"Condition_0, Condition_1, Condition_2",49
SYMP06272,acute tingling,10,False,Emergency,Condition_0,50
SYMP06273,acute chest,7,False,Gastroenterology,Condition_0,10
SYMP06274,mild hearing loss,1,False,ICU,"Condition_0, Condition_1, Condition_2",14
SYMP06275,sudden fatigue,4,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",8
SYMP06276,chronic rapid heartbeat,1,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",17
SYMP06277,mild throat,1,False,ICU,"Condition_0, Condition_1",31
SYMP06278,sudden blurred vision,6,True,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",19
SYMP06279,acute confusion,3,False,Cardiology,Condition_0,38
SYMP06280,intermittent wheezing,1,False,Pulmonology,"Condition_0, Condition_1, Condition_2",37
SYMP06281,intermittent fever,10,False,ICU,Condition_0,15
SYMP06282,chronic palpitations,2,False,Emergency,Condition_0,19
SYMP06283,acute chills,8,True,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",10
SYMP06284,moderate weight loss,7,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",51
SYMP06285,persistent muscle,10,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",55
SYMP06286,intermittent muscle,6,False,Surgery,"Condition_0, Condition_1",17
SYMP06287,moderate throat,10,False,Emergency,"Condition_0, Condition_1, Condition_2",34
SYMP06288,chronic irregular heartbeat,2,False,Emergency,"Condition_0, Condition_1, Condition_2",14
SYMP06289,mild wheezing,5,False,Surgery,Condition_0,20
SYMP06290,persistent irregular heartbeat,2,False,Cardiology,"Condition_0, Condition_1",37
SYMP06291,chronic chills,1,True,Gastroenterology,"Condition_0, Condition_1",51
SYMP06292,chronic fatigue,5,False,Cardiology,Condition_0,13
SYMP06293,moderate sweating,4,False,ICU,"Condition_0, Condition_1, Condition_2",56
SYMP06294,mild dizziness,10,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",2
SYMP06295,mild back,8,True,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",21
SYMP06296,acute muscle,8,False,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",57
SYMP06297,severe back,3,True,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",4
SYMP06298,mild dizziness,10,False,General Medicine,"Condition_0, Condition_1",45
SYMP06299,moderate chest,4,False,Cardiology,Condition_0,26
SYMP06300,severe rapid heartbeat,6,False,Cardiology,"Condition_0, Condition_1",13
SYMP06301,moderate seizure,6,False,Infectious Disease,Condition_0,27
SYMP06302,intermittent shortness of breath,3,True,Surgery,Condition_0,18
SYMP06303,chronic shortness of breath,10,False,General Medicine,"Condition_0, Condition_1, Condition_2",33
SYMP06304,intermittent rapid heartbeat,5,False,Orthopedics,Condition_0,17
SYMP06305,sudden confusion,1,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",58
SYMP06306,chronic joint,7,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",50
SYMP06307,moderate loss of taste,2,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",27
SYMP06308,acute hearing loss,6,False,Neurology,"Condition_0, Condition_1",19
SYMP06309,sudden diarrhea,1,False,Infectious Disease,"Condition_0, Condition_1",48
SYMP06310,chronic fever,9,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",13
SYMP06311,moderate head,1,True,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",30
SYMP06312,intermittent weight loss,9,False,Cardiology,Condition_0,37
SYMP06313,mild wheezing,5,False,ICU,Condition_0,24
SYMP06314,acute irregular heartbeat,2,False,ICU,"Condition_0, Condition_1, Condition_2",56
SYMP06315,persistent eye,10,False,Gastroenterology,"Condition_0, Condition_1",22
SYMP06316,moderate bloating,3,False,Infectious Disease,Condition_0,40
SYMP06317,persistent sweating,7,False,ICU,"Condition_0, Condition_1, Condition_2",2
SYMP06318,severe joint,3,False,Orthopedics,Condition_0,11
SYMP06319,persistent diarrhea,1,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",8
SYMP06320,persistent ear,9,False,Infectious Disease,"Condition_0, Condition_1",29
SYMP06321,severe loss of smell,8,False,Surgery,Condition_0,18
SYMP06322,mild fever,9,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",48
SYMP06323,persistent bloating,3,False,Gastroenterology,"Condition_0, Condition_1",45
SYMP06324,chronic fatigue,4,False,ICU,"Condition_0, Condition_1, Condition_2",17
SYMP06325,sudden bloating,4,False,Infectious Disease,"Condition_0, Condition_1",34
SYMP06326,intermittent fever,8,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",39
SYMP06327,intermittent fatigue,6,True,Orthopedics,"Condition_0, Condition_1, Condition_2",28
SYMP06328,acute sweating,10,False,ICU,"Condition_0, Condition_1",45
SYMP06329,mild abdominal,2,False,Surgery,"Condition_0, Condition_1, Condition_2",11
SYMP06330,mild numbness,6,False,Orthopedics,Condition_0,6
SYMP06331,severe blurred vision,6,False,Neurology,"Condition_0, Condition_1, Condition_2",35
SYMP06332,intermittent rapid heartbeat,9,False,Neurology,"Condition_0, Condition_1",3
SYMP06333,acute irregular heartbeat,4,True,General Medicine,"Condition_0, Condition_1, Condition_2",55
SYMP06334,chronic fatigue,2,False,Cardiology,"Condition_0, Condition_1",38
SYMP06335,persistent wheezing,4,False,Surgery,Condition_0,12
SYMP06336,persistent loss of taste,2,False,Gastroenterology,Condition_0,30
SYMP06337,mild fever,5,False,Surgery,"Condition_0, Condition_1",50
SYMP06338,sudden rapid heartbeat,5,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",27
SYMP06339,mild diarrhea,3,False,Gastroenterology,"Condition_0, Condition_1",51
SYMP06340,moderate shortness of breath,4,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",41
SYMP06341,severe palpitations,8,False,Cardiology,"Condition_0, Condition_1",56
SYMP06342,acute rapid heartbeat,8,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",39
SYMP06343,intermittent tingling,3,False,ICU,"Condition_0, Condition_1",1
SYMP06344,mild difficulty breathing,10,False,Pulmonology,"Condition_0, Condition_1",3
SYMP06345,sudden difficulty breathing,5,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",20
SYMP06346,persistent chills,3,False,Infectious Disease,"Condition_0, Condition_1",1
SYMP06347,mild palpitations,9,False,ICU,"Condition_0, Condition_1",10
SYMP06348,acute blurred vision,7,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",2
SYMP06349,intermittent head,5,False,Infectious Disease,Condition_0,56
SYMP06350,mild joint,2,False,Orthopedics,Condition_0,27
SYMP06351,acute eye,6,False,Cardiology,Condition_0,25
SYMP06352,chronic seizure,8,False,Neurology,"Condition_0, Condition_1, Condition_2",26
SYMP06353,chronic weakness,4,False,Infectious Disease,"Condition_0, Condition_1",39
SYMP06354,intermittent muscle,9,False,General Medicine,"Condition_0, Condition_1",48
SYMP06355,mild fatigue,8,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",8
SYMP06356,persistent confusion,10,False,Surgery,"Condition_0, Condition_1",29
SYMP06357,moderate ear,1,False,Surgery,Condition_0,42
SYMP06358,chronic difficulty breathing,6,False,Infectious Disease,"Condition_0, Condition_1",23
SYMP06359,sudden blurred vision,9,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",2
SYMP06360,acute vomiting,5,False,General Medicine,"Condition_0, Condition_1, Condition_2",8
SYMP06361,persistent cough,5,False,Gastroenterology,"Condition_0, Condition_1",44
SYMP06362,chronic back,10,False,Cardiology,Condition_0,4
SYMP06363,severe constipation,3,False,Orthopedics,Condition_0,48
SYMP06364,severe fatigue,8,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",51
SYMP06365,persistent chest,8,False,Pulmonology,Condition_0,9
SYMP06366,intermittent loss of taste,1,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",20
SYMP06367,acute muscle,1,False,Pulmonology,"Condition_0, Condition_1, Condition_2",23
SYMP06368,sudden throat,2,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",52
SYMP06369,intermittent bloating,10,False,Emergency,Condition_0,24
SYMP06370,moderate joint,3,False,ICU,Condition_0,51
SYMP06371,moderate fatigue,1,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",51
SYMP06372,mild ear,9,True,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",7
SYMP06373,severe tingling,2,False,Emergency,"Condition_0, Condition_1",1
SYMP06374,moderate sweating,4,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",55
SYMP06375,mild loss of taste,3,False,Pulmonology,"Condition_0, Condition_1",8
SYMP06376,moderate wheezing,2,False,Neurology,Condition_0,30
SYMP06377,persistent throat,7,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",17
SYMP06378,mild numbness,5,False,Neurology,"Condition_0, Condition_1, Condition_2",15
SYMP06379,persistent weakness,6,True,Cardiology,"Condition_0, Condition_1",8
SYMP06380,intermittent muscle,4,False,Neurology,Condition_0,23
SYMP06381,moderate confusion,7,False,Surgery,"Condition_0, Condition_1, Condition_2",54
SYMP06382,moderate chest tightness,8,False,General Medicine,Condition_0,5
SYMP06383,sudden constipation,10,True,Gastroenterology,Condition_0,22
SYMP06384,sudden weakness,9,True,Cardiology,"Condition_0, Condition_1",37
SYMP06385,acute wheezing,8,False,Neurology,"Condition_0, Condition_1, Condition_2",1
SYMP06386,sudden tingling,3,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",16
SYMP06387,persistent joint,9,False,General Medicine,Condition_0,14
SYMP06388,sudden muscle,10,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",2
SYMP06389,acute diarrhea,1,False,Emergency,"Condition_0, Condition_1, Condition_2",30
SYMP06390,persistent cough,4,False,Neurology,"Condition_0, Condition_1",20
SYMP06391,persistent irregular heartbeat,10,True,General Medicine,"Condition_0, Condition_1, Condition_2",31
SYMP06392,persistent weight loss,4,True,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",18
SYMP06393,mild abdominal,7,False,Surgery,"Condition_0, Condition_1",14
SYMP06394,chronic confusion,4,False,Neurology,"Condition_0, Condition_1",28
SYMP06395,severe numbness,6,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",27
SYMP06396,moderate chest,9,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",48
SYMP06397,persistent muscle,9,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",30
SYMP06398,persistent irregular heartbeat,2,False,General Medicine,"Condition_0, Condition_1",24
SYMP06399,mild fatigue,3,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",47
SYMP06400,persistent bloating,8,False,Surgery,"Condition_0, Condition_1",58
SYMP06401,moderate chills,2,False,Neurology,"Condition_0, Condition_1, Condition_2",45
SYMP06402,moderate chest tightness,7,False,General Medicine,"Condition_0, Condition_1",50
SYMP06403,severe tingling,2,False,General Medicine,"Condition_0, Condition_1",45
SYMP06404,persistent dizziness,9,True,General Medicine,Condition_0,9
SYMP06405,sudden joint,8,False,Neurology,Condition_0,29
SYMP06406,mild seizure,6,False,Infectious Disease,Condition_0,22
SYMP06407,chronic abdominal,6,False,Neurology,"Condition_0, Condition_1",26
SYMP06408,moderate seizure,1,False,ICU,Condition_0,26
SYMP06409,mild dizziness,2,False,Orthopedics,"Condition_0, Condition_1",57
SYMP06410,severe palpitations,2,True,Infectious Disease,Condition_0,30
SYMP06411,persistent chest tightness,2,True,Gastroenterology,Condition_0,47
SYMP06412,acute throat,2,False,Pulmonology,"Condition_0, Condition_1",5
SYMP06413,moderate fatigue,7,False,Emergency,"Condition_0, Condition_1",32
SYMP06414,chronic head,6,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",25
SYMP06415,severe throat,9,False,Orthopedics,Condition_0,30
SYMP06416,acute dizziness,2,False,ICU,"Condition_0, Condition_1",39
SYMP06417,intermittent chest tightness,8,False,Emergency,"Condition_0, Condition_1, Condition_2",55
SYMP06418,moderate loss of taste,2,True,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",58
SYMP06419,mild difficulty breathing,8,True,Gastroenterology,"Condition_0, Condition_1, Condition_2",7
SYMP06420,moderate back,10,False,Orthopedics,Condition_0,28
SYMP06421,acute palpitations,6,False,Infectious Disease,Condition_0,3
SYMP06422,acute shortness of breath,5,False,Orthopedics,"Condition_0, Condition_1",37
SYMP06423,sudden eye,1,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",42
SYMP06424,severe irregular heartbeat,8,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",50
SYMP06425,sudden bloating,3,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",16
SYMP06426,moderate ear,1,False,Infectious Disease,Condition_0,15
SYMP06427,chronic difficulty breathing,10,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",26
SYMP06428,severe throat,8,False,ICU,"Condition_0, Condition_1, Condition_2",27
SYMP06429,mild palpitations,9,False,Emergency,"Condition_0, Condition_1, Condition_2",28
SYMP06430,severe bloating,7,False,Neurology,Condition_0,35
