Doctor_ID,Specialization,Subspecialty,Experience_Years,Max_Patients_Per_Hour,Critical_Case_Certified,Performance_Score,Preferred_Case_Types,Consultation_Fee,Availability_Hours_Per_Week
DOC05743,Gastroenterology,Gastroenterology General,14,4,No,9.5,Gastroenterology Cases,3010,74
DOC05744,Gastroenterology,Gastroenterology General,4,4,No,6.1,Gastroenterology Cases,3772,66
DOC05745,Gastroenterology,Gastroenterology General,6,4,No,6.5,Gastroenterology Cases,4306,67
DOC05746,Gastroenterology,Gastroenterology General,3,4,No,7.1,Gastroenterology Cases,1526,70
DOC05747,Gastroenterology,Gastroenterology General,12,4,No,7.6,Gastroenterology Cases,4618,47
DOC05748,Gastroenterology,Gastroenterology General,12,4,No,8.0,Gastroenterology Cases,2862,77
DOC05749,Gastroenterology,Gastroenterology General,5,4,No,6.8,Gastroenterology Cases,1018,76
DOC05750,Gastroenterology,Gastroenterology General,22,4,No,10.0,Gastroenterology Cases,3712,42
DOC05751,Gastroenterology,Gastroenterology General,10,4,No,8.1,Gastroenterology Cases,3187,70
DOC05752,Gastroenterology,Gastroenterology General,2,4,No,5.6,Gastroenterology Cases,1384,48
DOC05753,Gastroenterology,Gastroenterology General,6,4,No,8.0,Gastroenterology Cases,791,65
DOC05754,Gastroenterology,Gastroenterology General,7,4,No,8.0,Gastroenterology Cases,816,63
DOC05755,Gastroenterology,Gastroenterology General,24,4,No,10.0,Gastroenterology Cases,4789,73
DOC05756,Gastroenterology,Gastroenterology General,5,4,No,6.9,Gastroenterology Cases,4552,66
DOC05757,Gastroenterology,Gastroenterology General,19,4,No,10.0,Gastroenterology Cases,3411,68
DOC05758,Gastroenterology,Gastroenterology General,26,4,No,10.0,Gastroenterology Cases,4343,76
DOC05759,Gastroenterology,Gastroenterology General,4,4,No,6.9,Gastroenterology Cases,4190,41
DOC05760,Gastroenterology,Gastroenterology General,4,4,No,6.6,Gastroenterology Cases,3169,71
DOC05761,Gastroenterology,Gastroenterology General,7,4,No,7.7,Gastroenterology Cases,2416,73
DOC05762,Gastroenterology,Gastroenterology General,6,4,No,6.7,Gastroenterology Cases,2927,62
DOC05763,Gastroenterology,Gastroenterology General,10,4,No,7.3,Gastroenterology Cases,4132,47
DOC05764,Gastroenterology,Gastroenterology General,2,4,No,6.5,Gastroenterology Cases,3782,57
DOC05765,Gastroenterology,Gastroenterology General,6,4,No,6.5,Gastroenterology Cases,1276,70
DOC05766,Gastroenterology,Gastroenterology General,8,4,No,8.5,Gastroenterology Cases,4828,52
DOC05767,Gastroenterology,Gastroenterology General,8,4,No,7.4,Gastroenterology Cases,2753,42
DOC05768,Gastroenterology,Gastroenterology General,2,4,No,5.9,Gastroenterology Cases,4678,75
DOC05769,Gastroenterology,Gastroenterology General,2,4,No,6.6,Gastroenterology Cases,2429,50
DOC05770,Gastroenterology,Gastroenterology General,35,4,No,10.0,Gastroenterology Cases,1415,51
DOC05771,Gastroenterology,Gastroenterology General,8,4,No,7.1,Gastroenterology Cases,537,48
DOC05772,Gastroenterology,Gastroenterology General,5,4,No,7.5,Gastroenterology Cases,3521,40
DOC05773,Gastroenterology,Gastroenterology General,2,4,No,6.8,Gastroenterology Cases,1627,42
DOC05774,Gastroenterology,Gastroenterology General,9,4,No,6.9,Gastroenterology Cases,1478,67
DOC05775,Gastroenterology,Gastroenterology General,1,4,No,6.7,Gastroenterology Cases,2598,51
DOC05776,Gastroenterology,Gastroenterology General,23,4,No,10.0,Gastroenterology Cases,770,58
DOC05777,Gastroenterology,Gastroenterology General,1,4,No,5.3,Gastroenterology Cases,1057,79
DOC05778,Gastroenterology,Gastroenterology General,9,4,No,8.1,Gastroenterology Cases,2771,57
DOC05779,Gastroenterology,Gastroenterology General,7,4,No,7.1,Gastroenterology Cases,4346,71
DOC05780,Gastroenterology,Gastroenterology General,10,4,No,7.4,Gastroenterology Cases,881,62
DOC05781,Gastroenterology,Gastroenterology General,5,4,No,7.3,Gastroenterology Cases,4200,58
DOC05782,Gastroenterology,Gastroenterology General,3,4,No,6.1,Gastroenterology Cases,1776,76
DOC05783,Gastroenterology,Gastroenterology General,8,4,No,8.0,Gastroenterology Cases,764,75
DOC05784,Gastroenterology,Gastroenterology General,1,4,No,6.0,Gastroenterology Cases,3369,72
DOC05785,Gastroenterology,Gastroenterology General,5,4,No,7.7,Gastroenterology Cases,2430,77
DOC05786,Gastroenterology,Gastroenterology General,13,4,No,9.2,Gastroenterology Cases,4828,74
DOC05787,Gastroenterology,Gastroenterology General,2,4,No,6.9,Gastroenterology Cases,2509,73
DOC05788,Gastroenterology,Gastroenterology General,3,4,No,6.9,Gastroenterology Cases,1730,76
DOC05789,Gastroenterology,Gastroenterology General,9,4,No,7.5,Gastroenterology Cases,2787,76
DOC05790,Gastroenterology,Gastroenterology General,12,4,No,8.6,Gastroenterology Cases,1577,70
DOC05791,Gastroenterology,Gastroenterology General,15,4,No,9.4,Gastroenterology Cases,2806,55
DOC05792,Gastroenterology,Gastroenterology General,18,4,No,10.0,Gastroenterology Cases,3289,46
DOC05793,Gastroenterology,Gastroenterology General,13,4,No,8.9,Gastroenterology Cases,4965,65
DOC05794,Gastroenterology,Gastroenterology General,22,4,No,10.0,Gastroenterology Cases,4742,58
DOC05795,Gastroenterology,Gastroenterology General,17,4,No,9.5,Gastroenterology Cases,2094,63
DOC05796,Gastroenterology,Gastroenterology General,21,4,No,10.0,Gastroenterology Cases,1005,49
DOC05797,Gastroenterology,Gastroenterology General,6,4,No,6.5,Gastroenterology Cases,1962,70
DOC05798,Gastroenterology,Gastroenterology General,12,4,No,7.7,Gastroenterology Cases,590,43
DOC05799,Gastroenterology,Gastroenterology General,3,4,No,6.1,Gastroenterology Cases,2853,62
DOC05800,Gastroenterology,Gastroenterology General,21,4,No,10.0,Gastroenterology Cases,699,71
DOC05801,Orthopedics,Orthopedics General,8,4,No,8.5,Orthopedics Cases,2197,47
DOC05802,Orthopedics,Orthopedics General,1,4,No,6.2,Orthopedics Cases,2382,56
DOC05803,Orthopedics,Orthopedics General,19,4,No,9.4,Orthopedics Cases,3023,53
DOC05804,Orthopedics,Orthopedics General,3,4,No,6.0,Orthopedics Cases,1002,77
DOC05805,Orthopedics,Orthopedics General,9,4,No,8.3,Orthopedics Cases,4189,46
DOC05806,Orthopedics,Orthopedics General,18,4,No,10.0,Orthopedics Cases,1206,66
DOC05807,Orthopedics,Orthopedics General,22,4,No,10.0,Orthopedics Cases,2426,52
DOC05808,Orthopedics,Orthopedics General,1,4,No,5.4,Orthopedics Cases,4504,51
DOC05809,Orthopedics,Orthopedics General,3,4,No,7.1,Orthopedics Cases,4180,76
DOC05810,Orthopedics,Orthopedics General,6,4,No,6.6,Orthopedics Cases,2809,40
DOC05811,Orthopedics,Orthopedics General,11,4,No,9.1,Orthopedics Cases,2434,45
DOC05812,Orthopedics,Orthopedics General,1,4,No,5.7,Orthopedics Cases,2593,62
DOC05813,Orthopedics,Orthopedics General,36,4,No,10.0,Orthopedics Cases,1340,54
DOC05814,Orthopedics,Orthopedics General,1,4,No,6.5,Orthopedics Cases,2094,44
DOC05815,Orthopedics,Orthopedics General,9,4,No,8.0,Orthopedics Cases,763,50
DOC05816,Orthopedics,Orthopedics General,16,4,No,9.6,Orthopedics Cases,4512,73
DOC05817,Orthopedics,Orthopedics General,3,4,No,5.4,Orthopedics Cases,1346,53
DOC05818,Orthopedics,Orthopedics General,8,4,No,7.1,Orthopedics Cases,4780,41
DOC05819,Orthopedics,Orthopedics General,16,4,No,9.7,Orthopedics Cases,3472,47
DOC05820,Orthopedics,Orthopedics General,5,4,No,6.9,Orthopedics Cases,3614,79
DOC05821,Orthopedics,Orthopedics General,7,4,No,6.7,Orthopedics Cases,4826,62
DOC05822,Orthopedics,Orthopedics General,9,4,No,7.6,Orthopedics Cases,1059,47
DOC05823,Orthopedics,Orthopedics General,9,4,No,7.8,Orthopedics Cases,967,78
DOC05824,Orthopedics,Orthopedics General,5,4,No,6.1,Orthopedics Cases,988,51
DOC05825,Orthopedics,Orthopedics General,10,4,No,8.4,Orthopedics Cases,3016,70
DOC05826,Orthopedics,Orthopedics General,4,4,No,6.8,Orthopedics Cases,4390,66
DOC05827,Orthopedics,Orthopedics General,10,4,No,8.6,Orthopedics Cases,3707,64
DOC05828,Orthopedics,Orthopedics General,11,4,No,8.0,Orthopedics Cases,3589,64
DOC05829,Orthopedics,Orthopedics General,10,4,No,7.2,Orthopedics Cases,1034,67
DOC05830,Orthopedics,Orthopedics General,9,4,No,7.4,Orthopedics Cases,3643,42
DOC05831,Orthopedics,Orthopedics General,24,4,No,10.0,Orthopedics Cases,4009,59
DOC05832,Orthopedics,Orthopedics General,7,4,No,6.5,Orthopedics Cases,4743,79
DOC05833,Orthopedics,Orthopedics General,15,4,No,8.6,Orthopedics Cases,3344,48
DOC05834,Orthopedics,Orthopedics General,3,4,No,5.5,Orthopedics Cases,571,54
DOC05835,Orthopedics,Orthopedics General,34,4,No,10.0,Orthopedics Cases,1819,65
DOC05836,Orthopedics,Orthopedics General,13,4,No,8.2,Orthopedics Cases,3333,44
DOC05837,Orthopedics,Orthopedics General,15,4,No,8.4,Orthopedics Cases,3000,51
DOC05838,Orthopedics,Orthopedics General,2,4,No,5.8,Orthopedics Cases,4321,77
DOC05839,Orthopedics,Orthopedics General,4,4,No,5.9,Orthopedics Cases,4418,78
DOC05840,Orthopedics,Orthopedics General,22,4,No,10.0,Orthopedics Cases,992,76
DOC05841,Orthopedics,Orthopedics General,2,4,No,6.7,Orthopedics Cases,1131,54
DOC05842,Orthopedics,Orthopedics General,2,4,No,5.9,Orthopedics Cases,980,48
DOC05843,Orthopedics,Orthopedics General,10,4,No,7.3,Orthopedics Cases,3009,64
DOC05844,Orthopedics,Orthopedics General,11,4,No,8.3,Orthopedics Cases,3071,52
DOC05845,Orthopedics,Orthopedics General,8,4,No,6.8,Orthopedics Cases,2232,58
DOC05846,Orthopedics,Orthopedics General,9,4,No,6.9,Orthopedics Cases,2787,59
DOC05847,Orthopedics,Orthopedics General,1,4,No,5.0,Orthopedics Cases,4026,43
DOC05848,Orthopedics,Orthopedics General,1,4,No,5.7,Orthopedics Cases,2002,52
DOC05849,Orthopedics,Orthopedics General,35,4,No,10.0,Orthopedics Cases,2602,54
DOC05850,Orthopedics,Orthopedics General,21,4,No,10.0,Orthopedics Cases,3669,61
DOC05851,Orthopedics,Orthopedics General,3,4,No,5.7,Orthopedics Cases,2793,43
DOC05852,Orthopedics,Orthopedics General,13,4,No,8.7,Orthopedics Cases,3702,45
DOC05853,Orthopedics,Orthopedics General,33,4,No,10.0,Orthopedics Cases,4023,48
DOC05854,Orthopedics,Orthopedics General,7,4,No,6.6,Orthopedics Cases,3722,79
DOC05855,Orthopedics,Orthopedics General,9,4,No,7.1,Orthopedics Cases,787,60
DOC05856,Orthopedics,Orthopedics General,3,4,No,6.5,Orthopedics Cases,948,42
DOC05857,Orthopedics,Orthopedics General,5,4,No,5.8,Orthopedics Cases,896,51
DOC05858,Orthopedics,Orthopedics General,9,4,No,8.3,Orthopedics Cases,2637,66
DOC05859,Orthopedics,Orthopedics General,11,4,No,7.4,Orthopedics Cases,2006,48
DOC05860,Orthopedics,Orthopedics General,1,4,No,5.1,Orthopedics Cases,3031,56
DOC05861,Orthopedics,Orthopedics General,5,4,No,7.6,Orthopedics Cases,3527,75
DOC05862,Orthopedics,Orthopedics General,4,4,No,5.5,Orthopedics Cases,4177,77
DOC05863,Orthopedics,Orthopedics General,2,4,No,5.7,Orthopedics Cases,4478,43
DOC05864,Orthopedics,Orthopedics General,16,4,No,9.5,Orthopedics Cases,1963,63
DOC05865,Orthopedics,Orthopedics General,3,4,No,6.1,Orthopedics Cases,3075,78
DOC05866,Orthopedics,Orthopedics General,17,4,No,10.0,Orthopedics Cases,3995,79
DOC05867,Orthopedics,Orthopedics General,4,4,No,6.6,Orthopedics Cases,1070,45
DOC05868,Orthopedics,Orthopedics General,13,4,No,8.5,Orthopedics Cases,3267,70
DOC05869,Orthopedics,Orthopedics General,14,4,No,9.5,Orthopedics Cases,1023,52
DOC05870,Orthopedics,Orthopedics General,10,4,No,7.4,Orthopedics Cases,4002,77
DOC05871,Orthopedics,Orthopedics General,3,4,No,6.3,Orthopedics Cases,3833,65
DOC05872,Orthopedics,Orthopedics General,5,4,No,6.3,Orthopedics Cases,1912,48
DOC05873,Orthopedics,Orthopedics General,6,4,No,6.4,Orthopedics Cases,2362,72
DOC05874,Orthopedics,Orthopedics General,8,4,No,6.7,Orthopedics Cases,1278,57
DOC05875,Orthopedics,Orthopedics General,13,4,No,9.4,Orthopedics Cases,4537,79
DOC05876,Orthopedics,Orthopedics General,7,4,No,7.0,Orthopedics Cases,924,68
DOC05877,Orthopedics,Orthopedics General,2,4,No,6.8,Orthopedics Cases,3749,52
DOC05878,Orthopedics,Orthopedics General,1,4,No,5.7,Orthopedics Cases,4144,51
DOC05879,Orthopedics,Orthopedics General,12,4,No,8.5,Orthopedics Cases,2182,45
DOC05880,Orthopedics,Orthopedics General,10,4,No,7.7,Orthopedics Cases,1175,43
DOC05881,Orthopedics,Orthopedics General,13,4,No,8.3,Orthopedics Cases,1284,46
DOC05882,Orthopedics,Orthopedics General,14,4,No,8.8,Orthopedics Cases,1338,65
DOC05883,Orthopedics,Orthopedics General,4,4,No,7.3,Orthopedics Cases,768,75
DOC05884,Orthopedics,Orthopedics General,15,4,No,9.2,Orthopedics Cases,1358,52
DOC05885,Orthopedics,Orthopedics General,1,4,No,6.7,Orthopedics Cases,1525,64
DOC05886,Orthopedics,Orthopedics General,23,4,No,10.0,Orthopedics Cases,4606,64
DOC05887,Orthopedics,Orthopedics General,13,4,No,9.1,Orthopedics Cases,4914,62
DOC05888,Orthopedics,Orthopedics General,18,4,No,10.0,Orthopedics Cases,2665,55
DOC05889,Orthopedics,Orthopedics General,5,4,No,6.8,Orthopedics Cases,3193,72
DOC05890,Orthopedics,Orthopedics General,5,4,No,6.1,Orthopedics Cases,2459,40
DOC05891,Orthopedics,Orthopedics General,4,4,No,7.5,Orthopedics Cases,641,69
DOC05892,Orthopedics,Orthopedics General,2,4,No,5.5,Orthopedics Cases,3113,78
DOC05893,Orthopedics,Orthopedics General,24,4,No,10.0,Orthopedics Cases,1546,78
DOC05894,Orthopedics,Orthopedics General,35,4,No,10.0,Orthopedics Cases,3427,75
DOC05895,Orthopedics,Orthopedics General,26,4,No,10.0,Orthopedics Cases,2598,62
DOC05896,Orthopedics,Orthopedics General,3,4,No,6.8,Orthopedics Cases,4773,46
DOC05897,Orthopedics,Orthopedics General,19,4,No,9.6,Orthopedics Cases,2060,68
DOC05898,Orthopedics,Orthopedics General,2,4,No,5.5,Orthopedics Cases,2258,53
DOC05899,Orthopedics,Orthopedics General,5,4,No,6.7,Orthopedics Cases,1612,75
DOC05900,Orthopedics,Orthopedics General,16,4,No,10.0,Orthopedics Cases,1244,65
DOC05901,Orthopedics,Orthopedics General,10,4,No,7.8,Orthopedics Cases,3952,75
DOC05902,Orthopedics,Orthopedics General,2,4,No,5.4,Orthopedics Cases,2369,53
DOC05903,Orthopedics,Orthopedics General,2,4,No,6.1,Orthopedics Cases,1573,74
DOC05904,Orthopedics,Orthopedics General,20,4,No,10.0,Orthopedics Cases,1561,57
DOC05905,Orthopedics,Orthopedics General,7,4,No,7.8,Orthopedics Cases,1469,65
DOC05906,Orthopedics,Orthopedics General,6,4,No,7.9,Orthopedics Cases,4275,58
DOC05907,Orthopedics,Orthopedics General,35,4,No,10.0,Orthopedics Cases,1523,41
DOC05908,Orthopedics,Orthopedics General,4,4,No,5.6,Orthopedics Cases,3302,46
DOC05909,Orthopedics,Orthopedics General,12,4,No,9.4,Orthopedics Cases,2428,74
DOC05910,Orthopedics,Orthopedics General,9,4,No,8.4,Orthopedics Cases,762,71
DOC05911,Orthopedics,Orthopedics General,4,4,No,6.6,Orthopedics Cases,811,57
DOC05912,Orthopedics,Orthopedics General,3,4,No,5.7,Orthopedics Cases,981,56
DOC05913,Orthopedics,Orthopedics General,11,4,No,8.3,Orthopedics Cases,2675,67
DOC05914,Orthopedics,Orthopedics General,13,4,No,7.9,Orthopedics Cases,3608,47
DOC05915,Orthopedics,Orthopedics General,34,4,No,10.0,Orthopedics Cases,3817,52
DOC05916,Orthopedics,Orthopedics General,9,4,No,7.4,Orthopedics Cases,2998,44
DOC05917,Orthopedics,Orthopedics General,19,4,No,9.4,Orthopedics Cases,2899,51
DOC05918,Orthopedics,Orthopedics General,35,4,No,10.0,Orthopedics Cases,2193,64
DOC05919,Orthopedics,Orthopedics General,3,4,No,6.8,Orthopedics Cases,1848,43
DOC05920,Orthopedics,Orthopedics General,34,4,No,10.0,Orthopedics Cases,2190,60
DOC05921,Orthopedics,Orthopedics General,7,4,No,6.8,Orthopedics Cases,776,55
DOC05922,Orthopedics,Orthopedics General,15,4,No,9.4,Orthopedics Cases,3252,68
DOC05923,Orthopedics,Orthopedics General,24,4,No,10.0,Orthopedics Cases,3698,52
DOC05924,Orthopedics,Orthopedics General,1,4,No,6.0,Orthopedics Cases,4153,42
DOC05925,Orthopedics,Orthopedics General,19,4,No,9.6,Orthopedics Cases,1602,75
DOC05926,Orthopedics,Orthopedics General,12,4,No,9.5,Orthopedics Cases,3317,42
DOC05927,Orthopedics,Orthopedics General,5,4,No,5.9,Orthopedics Cases,3659,58
DOC05928,Orthopedics,Orthopedics General,11,4,No,7.6,Orthopedics Cases,1333,75
DOC05929,Orthopedics,Orthopedics General,22,4,No,10.0,Orthopedics Cases,2625,43
DOC05930,Orthopedics,Orthopedics General,4,4,No,6.5,Orthopedics Cases,3229,47
DOC05931,Orthopedics,Orthopedics General,2,4,No,5.7,Orthopedics Cases,1227,45
DOC05932,Orthopedics,Orthopedics General,6,4,No,6.8,Orthopedics Cases,1192,78
DOC05933,Orthopedics,Orthopedics General,10,4,No,8.8,Orthopedics Cases,3707,60
DOC05934,Orthopedics,Orthopedics General,15,4,No,8.4,Orthopedics Cases,4238,66
DOC05935,Orthopedics,Orthopedics General,8,4,No,7.5,Orthopedics Cases,3234,65
DOC05936,Orthopedics,Orthopedics General,3,4,No,6.4,Orthopedics Cases,1402,67
DOC05937,Orthopedics,Orthopedics General,26,4,No,10.0,Orthopedics Cases,3992,44
DOC05938,Orthopedics,Orthopedics General,7,4,No,6.8,Orthopedics Cases,1629,40
DOC05939,Orthopedics,Orthopedics General,20,4,No,10.0,Orthopedics Cases,3860,50
DOC05940,Orthopedics,Orthopedics General,9,4,No,8.1,Orthopedics Cases,534,65
DOC05941,Orthopedics,Orthopedics General,7,4,No,7.1,Orthopedics Cases,3454,77
DOC05942,Orthopedics,Orthopedics General,20,4,No,10.0,Orthopedics Cases,4706,65
DOC05943,Orthopedics,Orthopedics General,9,4,No,8.6,Orthopedics Cases,1867,58
DOC05944,Orthopedics,Orthopedics General,37,4,No,10.0,Orthopedics Cases,4957,48
DOC05945,Orthopedics,Orthopedics General,2,4,No,6.9,Orthopedics Cases,3795,65
DOC05946,Orthopedics,Orthopedics General,13,4,No,7.9,Orthopedics Cases,2081,66
DOC05947,Orthopedics,Orthopedics General,7,4,No,6.5,Orthopedics Cases,2767,59
DOC05948,Orthopedics,Orthopedics General,17,4,No,10.0,Orthopedics Cases,1363,70
DOC05949,Orthopedics,Orthopedics General,3,4,No,6.6,Orthopedics Cases,4724,62
DOC05950,Orthopedics,Orthopedics General,9,4,No,7.7,Orthopedics Cases,3476,43
DOC05951,Orthopedics,Orthopedics General,18,4,No,9.4,Orthopedics Cases,1373,48
DOC05952,Orthopedics,Orthopedics General,17,4,No,10.0,Orthopedics Cases,3230,69
DOC05953,Orthopedics,Orthopedics General,2,4,No,6.5,Orthopedics Cases,2718,79
DOC05954,Orthopedics,Orthopedics General,6,4,No,7.8,Orthopedics Cases,1310,54
DOC05955,Orthopedics,Orthopedics General,11,4,No,8.9,Orthopedics Cases,4976,55
DOC05956,Orthopedics,Orthopedics General,4,4,No,6.4,Orthopedics Cases,1203,51
DOC05957,Orthopedics,Orthopedics General,6,4,No,7.6,Orthopedics Cases,1285,76
DOC05958,Orthopedics,Orthopedics General,25,4,No,10.0,Orthopedics Cases,676,44
DOC05959,Orthopedics,Orthopedics General,14,4,No,9.7,Orthopedics Cases,858,57
DOC05960,Orthopedics,Orthopedics General,17,4,No,9.3,Orthopedics Cases,3107,46
DOC05961,Orthopedics,Orthopedics General,20,4,No,10.0,Orthopedics Cases,3935,44
DOC05962,Orthopedics,Orthopedics General,8,4,No,7.6,Orthopedics Cases,506,65
DOC05963,Orthopedics,Orthopedics General,1,4,No,5.0,Orthopedics Cases,4960,44
DOC05964,Orthopedics,Orthopedics General,18,4,No,10.0,Orthopedics Cases,2185,79
DOC05965,Orthopedics,Orthopedics General,8,4,No,7.9,Orthopedics Cases,1200,71
DOC05966,Orthopedics,Orthopedics General,3,4,No,6.5,Orthopedics Cases,1940,53
DOC05967,Orthopedics,Orthopedics General,22,4,No,10.0,Orthopedics Cases,3644,68
