Condition_ID,Condition_Name,Condition_Category,Base_Severity_Score,Default_Department,Emergency_Flag,Contagious_Flag,Max_Recommended_Wait_Time_Minutes,Mortality_Risk_Level,Progression_Speed
COND05264,COVID-19 Severe Fungal,Respiratory,2,Emergency,Yes,Yes,61,Moderate,Moderate
COND05265,Bowel Obstruction Acute Uncomplicated,Gastrointestinal,8,Gastroenterology,No,No,82,Low,Slow
COND05266,Cirrhosis Mild Type A,Gastrointestinal,6,Gastroenterology,No,No,84,High,Moderate
COND05267,Sinusitis Mild Viral,Respiratory,9,Gastroenterology,Yes,No,50,Low,Moderate
COND05268,Alzheimers Moderate Generalized,Neurological,4,General Medicine,No,Yes,30,Low,Moderate
COND05269,Dengue Severe Gram Negative,Infection,9,Emergency,No,No,103,Moderate,Fast
COND05270,Typhoid Moderate Gram Negative,Infection,6,Gastroenterology,No,No,27,Low,Moderate
COND05271,Crush Injury Major Compound,Trauma,10,Pulmonology,No,No,176,Moderate,Moderate
COND05272,UTI Mild Gram Positive,Infection,9,General Medicine,No,No,139,Low,Slow
COND05273,Internal Bleeding Mild Closed,Trauma,5,Neurology,No,No,5,Low,Slow
COND05274,Laryngitis Latent Bacterial,Respiratory,2,General Medicine,No,No,1,Low,Fast
COND05275,Bell Palsy Severe Hemorrhagic,Neurological,6,Emergency,No,No,116,Moderate,Fast
COND05276,Blood Infection Acute Gram Negative,Infection,5,Surgery,No,No,156,Low,Slow
COND05277,Bronchitis Active Bacterial,Respiratory,3,Emergency,No,No,102,Low,Moderate
COND05278,Gastritis Acute Complicated,Gastrointestinal,8,ICU,Yes,Yes,28,Low,Moderate
COND05279,Bell Palsy Chronic Hemorrhagic,Neurological,8,Cardiology,No,Yes,130,Moderate,Slow
COND05280,Pulmonary Embolism Stable Stage 3,Cardiac,3,Cardiology,Yes,No,121,Low,Moderate
COND05281,Cirrhosis Severe Type B,Gastrointestinal,7,Neurology,No,No,69,Low,Moderate
COND05282,Vertigo Progressive Focal,Neurological,6,Pulmonology,Yes,No,125,Low,Moderate
COND05283,Wound Infection Acute Resistant,Infection,9,General Medicine,Yes,No,177,Low,Slow
COND05284,Spinal Injury Major Open,Trauma,10,Surgery,Yes,Yes,123,Low,Moderate
COND05285,Pulmonary Fibrosis Latent Exacerbation,Respiratory,2,Emergency,No,No,5,Low,Moderate
COND05286,Internal Bleeding Moderate 3rd Degree,Trauma,10,Gastroenterology,No,No,45,Moderate,Moderate
COND05287,Contusion Minor Simple,Trauma,5,Surgery,No,No,126,Low,Fast
COND05288,Dengue Chronic Community Acquired,Infection,8,Orthopedics,No,Yes,142,Low,Moderate
COND05289,Dislocation Moderate Closed,Trauma,5,Neurology,Yes,No,125,Low,Slow
COND05290,Sepsis Severe Resistant,Infection,3,Emergency,Yes,No,22,Low,Moderate
COND05291,Fracture Severe 3rd Degree,Trauma,3,Pulmonology,No,No,104,Moderate,Moderate
COND05292,Wound Infection Severe Gram Positive,Infection,2,Gastroenterology,No,No,106,High,Moderate
COND05293,Neuropathy Mild Secondary,Neurological,8,Emergency,Yes,No,151,Low,Fast
COND05294,Myocardial Infarction Chronic Stage 3,Cardiac,8,Pulmonology,No,Yes,97,Moderate,Moderate
COND05295,Contusion Major Compound,Trauma,9,Pulmonology,Yes,No,5,Moderate,Moderate
COND05296,Multiple Sclerosis Progressive Hemorrhagic,Neurological,3,Cardiology,No,No,128,Moderate,Slow
COND05297,Sepsis Chronic Resistant,Infection,3,Neurology,No,No,19,Low,Moderate
COND05298,Bowel Obstruction Acute Type B,Gastrointestinal,7,Orthopedics,No,No,46,Low,Slow
COND05299,GI Bleed Acute Complicated,Gastrointestinal,2,Pulmonology,No,No,110,Moderate,Slow
COND05300,Pericarditis Acute Grade II,Cardiac,4,Orthopedics,No,No,30,Moderate,Moderate
COND05301,IBD Severe Type B,Gastrointestinal,2,ICU,No,No,92,Moderate,Slow
COND05302,Dengue Recurrent Gram Positive,Infection,4,Infectious Disease,No,No,6,Low,Moderate
COND05303,Contusion Mild 2nd Degree,Trauma,5,Surgery,No,No,1,Moderate,Slow
COND05304,Influenza Chronic Exacerbation,Respiratory,4,Gastroenterology,No,Yes,101,Low,Slow
COND05305,IBD Chronic Type B,Gastrointestinal,9,Pulmonology,No,No,63,Low,Moderate
COND05306,Tuberculosis Active Exacerbation,Respiratory,6,Surgery,Yes,No,109,High,Moderate
COND05307,Pleural Effusion Mild Type 2,Respiratory,4,Infectious Disease,No,Yes,167,Low,Moderate
COND05308,Pneumonia Severe Fungal,Respiratory,6,Surgery,Yes,No,130,Low,Slow
COND05309,Burn Severe Closed,Trauma,4,Pulmonology,Yes,No,106,Moderate,Moderate
COND05310,Laryngitis Moderate Bacterial,Respiratory,9,ICU,No,Yes,48,Moderate,Fast
COND05311,Stroke Moderate Generalized,Neurological,9,Cardiology,No,No,62,Low,Slow
COND05312,Peripheral Artery Disease Acute Grade I,Cardiac,2,Orthopedics,No,Yes,139,Low,Moderate
COND05313,GERD Acute Uncomplicated,Gastrointestinal,7,Pulmonology,Yes,No,27,Low,Moderate
COND05314,Sinusitis Acute Bacterial,Respiratory,4,Emergency,No,No,102,Low,Moderate
COND05315,UTI Moderate Community Acquired,Infection,2,Cardiology,Yes,No,129,Low,Fast
COND05316,Neuropathy Mild Hemorrhagic,Neurological,2,ICU,No,Yes,1,Low,Slow
COND05317,Internal Bleeding Minor 2nd Degree,Trauma,2,Cardiology,No,Yes,113,Moderate,Moderate
COND05318,Viral Fever Recurrent Community Acquired,Infection,7,General Medicine,No,Yes,152,Low,Moderate
COND05319,Liver Failure Severe Complicated,Gastrointestinal,7,Surgery,Yes,No,52,Low,Slow
COND05320,COVID-19 Moderate Fungal,Respiratory,8,Pulmonology,No,No,86,Low,Moderate
COND05321,Pleural Effusion Chronic Exacerbation,Respiratory,8,Pulmonology,No,No,159,Low,Slow
COND05322,Pulmonary Fibrosis Active Type 2,Respiratory,3,Emergency,No,No,5,Low,Slow
COND05323,Laceration Mild Compound,Trauma,10,General Medicine,Yes,No,43,Low,Slow
COND05324,Influenza Mild Exacerbation,Respiratory,10,Infectious Disease,No,No,170,Low,Fast
COND05325,Pulmonary Fibrosis Chronic Exacerbation,Respiratory,2,Gastroenterology,No,No,131,Low,Moderate
COND05326,Sepsis Acute Gram Negative,Infection,9,Infectious Disease,No,No,47,Low,Fast
COND05327,Migraine Severe Secondary,Neurological,10,Emergency,No,Yes,9,Low,Slow
COND05328,Malaria Recurrent Community Acquired,Infection,6,Neurology,Yes,No,64,Low,Slow
COND05329,Arrhythmia Mild Type A,Cardiac,3,General Medicine,No,No,78,Moderate,Slow
COND05330,Viral Fever Acute Resistant,Infection,9,Cardiology,Yes,No,92,Low,Slow
COND05331,Pneumonia Moderate Exacerbation,Respiratory,3,Gastroenterology,Yes,No,168,High,Fast
COND05332,Sleep Apnea Severe Bacterial,Respiratory,7,ICU,No,No,48,Low,Moderate
COND05333,Seizure Acute Secondary,Neurological,9,Cardiology,No,No,103,Low,Fast
COND05334,Sinusitis Chronic Type 1,Respiratory,9,Emergency,Yes,No,80,Moderate,Fast
COND05335,GI Bleed Severe Complicated,Gastrointestinal,8,Neurology,No,Yes,16,Low,Fast
COND05336,Liver Failure Moderate Type C,Gastrointestinal,10,Orthopedics,No,Yes,170,Moderate,Moderate
COND05337,Valvular Disease Stable Grade III,Cardiac,10,Surgery,No,No,177,Moderate,Moderate
COND05338,Pulmonary Embolism Severe Grade III,Cardiac,5,Infectious Disease,No,No,64,Moderate,Moderate
COND05339,Cardiomyopathy Stable Type B,Cardiac,2,Gastroenterology,Yes,Yes,0,Moderate,Slow
COND05340,Aortic Dissection Stable Grade III,Cardiac,6,Cardiology,No,No,147,Low,Moderate
COND05341,Valvular Disease Severe Stage 2,Cardiac,7,General Medicine,No,No,96,Moderate,Moderate
COND05342,Heart Failure Mild Stage 2,Cardiac,8,Infectious Disease,No,No,60,Moderate,Slow
COND05343,COVID-19 Moderate Type 2,Respiratory,9,Surgery,Yes,No,88,Moderate,Slow
COND05344,Concussion Chronic Ischemic,Neurological,8,Surgery,No,No,18,Low,Slow
COND05345,Atrial Fibrillation Acute Grade III,Cardiac,6,Pulmonology,No,No,42,Low,Slow
COND05346,Dengue Recurrent Gram Positive,Infection,9,Cardiology,No,No,99,Low,Slow
COND05347,Liver Failure Moderate Type A,Gastrointestinal,2,Pulmonology,No,No,26,Low,Slow
COND05348,Laceration Minor Compound,Trauma,7,Cardiology,No,No,105,Moderate,Slow
COND05349,Pneumothorax Latent Exacerbation,Respiratory,5,Orthopedics,No,No,148,Moderate,Slow
COND05350,IBS Moderate Uncomplicated,Gastrointestinal,5,Infectious Disease,No,Yes,104,Moderate,Slow
COND05351,Spinal Injury Moderate Open,Trauma,5,Infectious Disease,Yes,No,85,Low,Slow
COND05352,GERD Chronic Type A,Gastrointestinal,2,Pulmonology,No,No,65,Low,Slow
COND05353,Abscess Acute Gram Negative,Infection,10,Cardiology,No,No,130,Moderate,Slow
COND05354,GI Bleed Chronic Type B,Gastrointestinal,8,Surgery,Yes,Yes,128,Low,Slow
COND05355,Head Injury Major Simple,Trauma,9,Gastroenterology,No,No,160,Low,Moderate
COND05356,Crush Injury Mild 1st Degree,Trauma,8,Infectious Disease,No,No,92,Low,Slow
COND05357,Viral Fever Chronic Community Acquired,Infection,5,Gastroenterology,No,No,122,Moderate,Moderate
COND05358,Pleural Effusion Active Exacerbation,Respiratory,2,Infectious Disease,No,Yes,162,Low,Slow
COND05359,Sprain Minor Open,Trauma,7,Infectious Disease,No,No,19,Low,Moderate
COND05360,Deep Vein Thrombosis Severe Grade III,Cardiac,6,Neurology,No,No,69,Low,Moderate
COND05361,Valvular Disease Chronic Grade II,Cardiac,3,Cardiology,No,Yes,13,Low,Slow
COND05362,COPD Chronic Bacterial,Respiratory,3,Infectious Disease,No,No,16,Low,Moderate
COND05363,Pulmonary Embolism Unstable Type A,Cardiac,6,Gastroenterology,Yes,No,3,Low,Slow
COND05364,Fungal Infection Acute Resistant,Infection,10,General Medicine,No,No,55,Low,Slow
COND05365,Gastritis Moderate Type C,Gastrointestinal,8,Surgery,No,No,54,Low,Fast
COND05366,Angina Acute Grade I,Cardiac,5,Orthopedics,No,No,113,Low,Slow
COND05367,GERD Moderate Type C,Gastrointestinal,6,General Medicine,No,No,114,Low,Moderate
COND05368,Gastritis Moderate Complicated,Gastrointestinal,5,Orthopedics,No,No,116,High,Fast
COND05369,Alzheimers Moderate Primary,Neurological,5,Surgery,No,Yes,28,Moderate,Moderate
COND05370,Bell Palsy Acute Generalized,Neurological,6,Neurology,Yes,No,125,Low,Slow
COND05371,Gastroenteritis Acute Gram Positive,Infection,7,General Medicine,No,No,99,Moderate,Slow
COND05372,Stroke Acute Generalized,Neurological,6,Neurology,Yes,Yes,134,High,Moderate
COND05373,Meningitis Progressive Hemorrhagic,Neurological,2,Surgery,No,No,122,Moderate,Slow
COND05374,COPD Mild Exacerbation,Respiratory,6,Orthopedics,Yes,No,17,Low,Moderate
COND05375,Alzheimers Moderate Primary,Neurological,3,Pulmonology,Yes,No,40,High,Slow
COND05376,Abscess Severe Gram Positive,Infection,9,Infectious Disease,No,No,63,Low,Moderate
COND05377,Dislocation Minor 1st Degree,Trauma,10,Orthopedics,No,No,135,Low,Slow
COND05378,COVID-19 Chronic Bacterial,Respiratory,10,Gastroenterology,No,No,167,Moderate,Slow
COND05379,GERD Acute Type B,Gastrointestinal,6,Gastroenterology,No,No,114,High,Moderate
COND05380,TIA Chronic Primary,Neurological,4,Pulmonology,No,No,105,High,Moderate
COND05381,Cellulitis Recurrent Gram Negative,Infection,10,Orthopedics,Yes,No,143,Moderate,Fast
COND05382,Migraine Acute Focal,Neurological,10,Infectious Disease,No,No,170,Moderate,Moderate
COND05383,Bell Palsy Mild Primary,Neurological,5,ICU,No,No,145,Low,Moderate
COND05384,GI Bleed Severe Uncomplicated,Gastrointestinal,6,Orthopedics,No,No,127,Low,Slow
COND05385,Bell Palsy Severe Generalized,Neurological,9,Orthopedics,No,No,86,Low,Moderate
COND05386,Respiratory Distress Syndrome Severe Fungal,Respiratory,6,General Medicine,No,Yes,95,Low,Moderate
COND05387,Burn Severe 2nd Degree,Trauma,8,General Medicine,No,No,89,Low,Moderate
COND05388,Coronary Artery Disease Mild Type B,Cardiac,9,Orthopedics,No,No,48,Low,Moderate
COND05389,Diverticulitis Mild Type B,Gastrointestinal,2,Infectious Disease,Yes,No,143,Low,Fast
COND05390,Pleurisy Severe Type 2,Respiratory,3,Surgery,No,No,62,Low,Slow
COND05391,Migraine Mild Focal,Neurological,9,Orthopedics,Yes,No,155,Moderate,Slow
COND05392,Stroke Mild Secondary,Neurological,7,ICU,Yes,No,4,Moderate,Moderate
COND05393,Tuberculosis Chronic Bacterial,Respiratory,5,Infectious Disease,No,No,129,Moderate,Slow
COND05394,Parkinsons Moderate Hemorrhagic,Neurological,3,Infectious Disease,Yes,No,175,Low,Moderate
COND05395,Spinal Injury Minor 1st Degree,Trauma,2,ICU,Yes,No,55,Low,Slow
COND05396,Internal Bleeding Mild 3rd Degree,Trauma,5,General Medicine,No,No,174,Low,Slow
COND05397,Endocarditis Chronic Type B,Cardiac,8,Emergency,Yes,No,53,Moderate,Moderate
COND05398,GERD Chronic Type A,Gastrointestinal,4,Pulmonology,No,Yes,163,Low,Slow
COND05399,Ventricular Tachycardia Unstable Type A,Cardiac,8,Surgery,No,No,35,High,Moderate
COND05400,Epilepsy Mild Focal,Neurological,4,Neurology,No,No,4,Moderate,Moderate
COND05401,Neuropathy Progressive Generalized,Neurological,7,Gastroenterology,No,No,50,Low,Moderate
COND05402,Multiple Sclerosis Mild Hemorrhagic,Neurological,10,Pulmonology,No,No,140,Low,Slow
COND05403,Endocarditis Acute Type A,Cardiac,9,General Medicine,No,No,69,High,Moderate
COND05404,Alzheimers Moderate Focal,Neurological,10,Orthopedics,No,No,93,Moderate,Slow
COND05405,Atrial Fibrillation Stable Grade II,Cardiac,2,Infectious Disease,No,No,107,Low,Slow
COND05406,Myocardial Infarction Chronic Stage 1,Cardiac,4,Cardiology,No,No,38,Low,Slow
COND05407,Bronchitis Chronic Exacerbation,Respiratory,6,Surgery,No,No,2,Moderate,Moderate
COND05408,Vertigo Moderate Focal,Neurological,5,ICU,Yes,No,27,Moderate,Fast
COND05409,Crush Injury Moderate Closed,Trauma,8,Gastroenterology,No,Yes,146,Moderate,Slow
COND05410,IBD Moderate Type A,Gastrointestinal,8,ICU,No,No,168,High,Moderate
COND05411,Fungal Infection Severe Gram Negative,Infection,5,Cardiology,No,No,179,Moderate,Slow
COND05412,Brain Tumor Severe Primary,Neurological,10,General Medicine,No,No,26,Low,Slow
COND05413,Pleurisy Active Fungal,Respiratory,5,Orthopedics,No,No,19,Low,Moderate
COND05414,Malaria Severe Gram Positive,Infection,3,Neurology,No,No,149,Low,Slow
COND05415,Peptic Ulcer Severe Type A,Gastrointestinal,2,Neurology,No,No,57,Low,Moderate
COND05416,Bell Palsy Chronic Hemorrhagic,Neurological,10,Orthopedics,No,No,123,Low,Fast
COND05417,Tuberculosis Acute Viral,Respiratory,9,Neurology,No,No,91,Moderate,Slow
COND05418,Multiple Sclerosis Severe Hemorrhagic,Neurological,3,General Medicine,No,No,116,Low,Fast
COND05419,Malaria Recurrent Gram Positive,Infection,6,Emergency,Yes,No,175,Low,Moderate
COND05420,Migraine Progressive Generalized,Neurological,4,Infectious Disease,No,No,74,Moderate,Moderate
COND05421,Wound Infection Recurrent Community Acquired,Infection,8,ICU,No,No,127,Moderate,Slow
COND05422,Angina Mild Stage 1,Cardiac,8,Pulmonology,Yes,No,129,Low,Slow
COND05423,Liver Failure Severe Complicated,Gastrointestinal,6,Infectious Disease,Yes,No,175,Moderate,Fast
COND05424,Atrial Fibrillation Unstable Type B,Cardiac,7,Surgery,No,No,94,Low,Slow
COND05425,Typhoid Severe Community Acquired,Infection,5,General Medicine,Yes,No,122,Moderate,Slow
COND05426,COPD Severe Viral,Respiratory,7,Gastroenterology,No,Yes,109,Moderate,Slow
COND05427,Atrial Fibrillation Chronic Stage 1,Cardiac,2,Emergency,Yes,Yes,109,High,Slow
COND05428,Pulmonary Fibrosis Latent Type 2,Respiratory,9,Infectious Disease,No,Yes,101,Moderate,Slow
COND05429,Encephalitis Moderate Focal,Neurological,6,Pulmonology,No,No,119,Moderate,Moderate
COND05430,Fungal Infection Mild Gram Negative,Infection,9,Neurology,Yes,No,78,Low,Slow
COND05431,Tuberculosis Mild Viral,Respiratory,10,Infectious Disease,No,No,57,Moderate,Moderate
COND05432,Pneumonia Chronic Bacterial,Respiratory,7,Pulmonology,No,No,64,Low,Moderate
COND05433,Encephalitis Mild Ischemic,Neurological,10,Neurology,No,No,72,Low,Fast
COND05434,Pneumonia Chronic Bacterial,Respiratory,4,Neurology,No,No,173,Low,Moderate
COND05435,Pleurisy Moderate Type 1,Respiratory,5,Surgery,No,No,152,Moderate,Moderate
COND05436,Arrhythmia Stable Stage 2,Cardiac,6,Surgery,Yes,No,166,Low,Fast
COND05437,Bell Palsy Acute Generalized,Neurological,10,Orthopedics,No,Yes,105,Moderate,Slow
COND05438,Emphysema Mild Type 2,Respiratory,3,Gastroenterology,Yes,No,151,Moderate,Moderate
COND05439,Migraine Progressive Ischemic,Neurological,10,Pulmonology,Yes,No,105,High,Moderate
COND05440,Neuropathy Severe Hemorrhagic,Neurological,5,Emergency,No,No,96,Moderate,Slow
COND05441,Cardiomyopathy Chronic Grade III,Cardiac,4,Surgery,No,No,84,Low,Slow
COND05442,Pneumothorax Acute Viral,Respiratory,3,General Medicine,Yes,No,50,Moderate,Slow
COND05443,Contusion Major Closed,Trauma,4,ICU,No,No,118,Low,Moderate
COND05444,Multiple Sclerosis Acute Primary,Neurological,6,Emergency,Yes,No,39,Low,Fast
COND05445,Peripheral Artery Disease Stable Grade I,Cardiac,10,Pulmonology,No,No,90,Low,Moderate
COND05446,Contusion Severe Open,Trauma,5,Gastroenterology,Yes,Yes,71,Low,Moderate
COND05447,Peripheral Artery Disease Unstable Stage 2,Cardiac,5,General Medicine,No,No,75,Low,Moderate
COND05448,Internal Bleeding Moderate 2nd Degree,Trauma,3,Cardiology,No,No,55,Low,Moderate
COND05449,Viral Fever Recurrent Community Acquired,Infection,6,Gastroenterology,No,No,173,Low,Slow
COND05450,Encephalitis Acute Primary,Neurological,5,Infectious Disease,No,No,173,High,Slow
COND05451,Pleurisy Acute Type 1,Respiratory,7,Gastroenterology,No,No,24,High,Fast
COND05452,Internal Bleeding Minor 1st Degree,Trauma,2,Surgery,No,Yes,179,Moderate,Fast
COND05453,Emphysema Active Viral,Respiratory,4,Gastroenterology,No,Yes,21,Low,Moderate
COND05454,Liver Failure Acute Type B,Gastrointestinal,4,Pulmonology,Yes,No,42,Low,Fast
COND05455,Alzheimers Acute Primary,Neurological,2,Gastroenterology,No,No,22,Moderate,Slow
COND05456,Cellulitis Chronic Resistant,Infection,9,General Medicine,Yes,No,92,Low,Moderate
COND05457,Bowel Obstruction Chronic Type B,Gastrointestinal,5,Surgery,Yes,No,20,Low,Fast
COND05458,Pleural Effusion Moderate Type 2,Respiratory,5,Cardiology,No,No,162,High,Fast
COND05459,Bronchitis Chronic Bacterial,Respiratory,6,Cardiology,No,No,5,Low,Moderate
COND05460,Arrhythmia Mild Stage 3,Cardiac,5,ICU,No,Yes,80,Moderate,Slow
COND05461,Endocarditis Stable Stage 1,Cardiac,9,ICU,No,No,162,Low,Moderate
COND05462,Fungal Infection Recurrent Gram Positive,Infection,3,Cardiology,No,No,131,Low,Slow
COND05463,Sepsis Acute Resistant,Infection,2,Emergency,No,Yes,76,High,Fast
COND05464,Burn Mild Closed,Trauma,7,Gastroenterology,No,No,80,Moderate,Slow
COND05465,Hypertension Stable Stage 1,Cardiac,8,Pulmonology,No,No,151,Low,Slow
COND05466,IBD Acute Complicated,Gastrointestinal,9,Cardiology,Yes,No,31,High,Moderate
COND05467,Pulmonary Fibrosis Chronic Type 1,Respiratory,6,Orthopedics,Yes,No,149,Moderate,Moderate
COND05468,Sprain Minor Closed,Trauma,8,ICU,No,No,55,Moderate,Slow
COND05469,Dengue Moderate Gram Positive,Infection,7,Gastroenterology,Yes,No,112,Low,Slow
COND05470,Seizure Chronic Ischemic,Neurological,5,Orthopedics,No,No,111,High,Slow
COND05471,Sinusitis Active Fungal,Respiratory,8,General Medicine,Yes,No,55,Low,Moderate
COND05472,Gastritis Moderate Type B,Gastrointestinal,8,Neurology,No,No,48,Moderate,Slow
COND05473,Fracture Mild 3rd Degree,Trauma,2,Neurology,No,Yes,173,Low,Moderate
COND05474,Respiratory Distress Syndrome Severe Fungal,Respiratory,3,Surgery,Yes,No,0,Low,Fast
COND05475,Coronary Artery Disease Mild Stage 3,Cardiac,2,ICU,Yes,Yes,103,High,Fast
COND05476,Diverticulitis Severe Type A,Gastrointestinal,9,General Medicine,No,No,140,Moderate,Slow
COND05477,Sepsis Moderate Gram Positive,Infection,8,Gastroenterology,No,No,160,Moderate,Fast
COND05478,Gastritis Moderate Uncomplicated,Gastrointestinal,5,Gastroenterology,Yes,Yes,176,Low,Fast
COND05479,Valvular Disease Chronic Stage 3,Cardiac,9,Surgery,Yes,No,66,Moderate,Moderate
COND05480,Alzheimers Progressive Hemorrhagic,Neurological,4,Orthopedics,Yes,No,90,Low,Moderate
COND05481,Viral Fever Recurrent Gram Negative,Infection,9,Pulmonology,Yes,Yes,71,Moderate,Slow
COND05482,Bowel Obstruction Severe Complicated,Gastrointestinal,6,Neurology,Yes,No,77,Moderate,Moderate
COND05483,Seizure Moderate Generalized,Neurological,5,Surgery,No,No,4,Moderate,Moderate
COND05484,Concussion Chronic Hemorrhagic,Neurological,10,Gastroenterology,No,No,111,Moderate,Slow
COND05485,Cholecystitis Acute Complicated,Gastrointestinal,2,Cardiology,No,No,110,Moderate,Moderate
COND05486,Gastroenteritis Chronic Gram Positive,Infection,5,Pulmonology,No,No,64,Low,Fast
COND05487,Cholecystitis Acute Type C,Gastrointestinal,7,Infectious Disease,Yes,No,78,Low,Moderate
COND05488,Contusion Minor 1st Degree,Trauma,4,General Medicine,No,No,5,Moderate,Slow
COND05489,Heart Failure Severe Stage 2,Cardiac,5,Neurology,No,No,58,Moderate,Moderate
COND05490,Atrial Fibrillation Mild Stage 1,Cardiac,8,Gastroenterology,No,Yes,17,Low,Fast
COND05491,Crush Injury Moderate Closed,Trauma,7,Orthopedics,Yes,No,72,Low,Moderate
COND05492,Pharyngitis Active Exacerbation,Respiratory,10,Pulmonology,No,No,129,Low,Slow
COND05493,Head Injury Minor 3rd Degree,Trauma,2,Infectious Disease,Yes,No,53,Moderate,Slow
COND05494,Sprain Minor Open,Trauma,7,Orthopedics,Yes,Yes,81,Low,Fast
COND05495,UTI Mild Resistant,Infection,3,Infectious Disease,Yes,No,9,Low,Slow
COND05496,Appendicitis Mild Type C,Gastrointestinal,9,Cardiology,No,No,119,Moderate,Moderate
COND05497,Pleural Effusion Active Bacterial,Respiratory,9,Neurology,No,No,89,High,Slow
COND05498,Internal Bleeding Major Open,Trauma,3,General Medicine,No,No,29,Moderate,Slow
